LIQUIDITY_POOL_ADDRESS,MINT,TOTAL_ADDED_LIQUIDITY,TOTAL_REMOVED_LIQUIDITY,NUM_LIQUIDITY_ADDS,NUM_LIQUIDITY_REMOVES,ADD_TO_REMOVE_RATIO,LAST_POOL_ACTIVITY_TIMESTAMP,FIRST_POOL_ACTIVITY_TIMESTAMP,LAST_SWAP_TIMESTAMP,LAST_SWAP_TX_ID,INACTIVITY_STATUS
821L241gacEqKJiCp9H7E9rqRXB31WoHLBqwhn8NMyWS,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,131.42666,37.879524,4,2,3.469596397,2021-12-30 22:26:30.000,2021-12-30 21:55:04.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
821L241gacEqKJiCp9H7E9rqRXB31WoHLBqwhn8NMyWS,5L87fjh5XZWERN4UGbK62TM1funxFvXSRUGmvbHBGqn1,646727386.954862,747078831.863463,4,2,0.8656748918,2021-12-30 22:26:30.000,2021-12-30 21:55:04.000,2021-12-30 23:38:46.000,488GCPFm1ihmBWpPU5XLUKmQ9pv95nH2YK9mLmMCe2cPjsFCvoaNRWVhuTEaHqhgZyfVfmzVTFV1CgvvAgWD1Q2,Active
3nesbuhAwCMGtsyypYtg4oRPwJ3FmHnytC5bqskhPh1x,A94X2fRy3wydNShU4dRaDyap2UuoeWJGWyATtyp61WZf,5015108.257305,6.499965,6,1,771559.271058383,2021-12-30 19:59:48.000,2021-12-30 15:52:23.000,2021-12-30 15:50:38.000,3WjV1MZRPzxXVtBxHQHqmwS5o753TxLbDHVQBK7o4RTbs3EbZEWo7jpTheAj22FmCjhh7TnUz9WemRS4DrKfgL2r,Active
3nesbuhAwCMGtsyypYtg4oRPwJ3FmHnytC5bqskhPh1x,9QBTKuSCDaJjtxYnYcVzoiKENMdJ5DRei5ZUCEeWyZnj,5000006.419996,12827.293194,2,2,389.79435056,2021-12-30 20:30:32.000,2021-12-30 15:52:23.000,2021-12-30 20:33:37.000,4EAfive4YKxMADHjkPQGaTcaZSmfEPNnoQzwjsoG8qTmhGYJkC1H6beVjTpsFD9TYSgxnNm5FkkEo9aB43NJrwWD,Active
85anbeqV36qqMvdVQw2ca7YRdJoBQ95DoUUFW9vC4Bav,meebAU3nZrU5PbUt3dVK6ExgbNWCUAkV7C3DaJKMZZ4,2.643478924,29.557369342,2,4,0.08943552768,2021-12-30 06:35:34.000,2021-12-30 00:57:19.000,2021-12-30 12:47:59.000,5VMihUzTRRCefqtDaUtKeLBDNCtMYJJ2NHzLsUUbMrv4f99JYw8p9mWLBMGgZAbKHkDNQaiqq7FAw2gPFRrPECsc,Active
85anbeqV36qqMvdVQw2ca7YRdJoBQ95DoUUFW9vC4Bav,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2,52.209692,2,4,0.03830706375,2021-12-30 06:35:34.000,2021-12-30 00:57:19.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
AG1kioZxuXdVDKACnPoWe8ScVVkpeCm3nz9aHxBsNKBa,BiDB55p4G3n1fGhwKFpxsokBMqgctL4qnZpDH1bVQxMD,12641.498451348,9615.598556372,20,8,1.314686587,2021-12-30 19:39:27.000,2021-12-29 21:18:21.000,2021-12-30 23:46:09.000,5quqtE5qzb8yoDD6iXDzw29UQDZDY1BYQHXH2sRk6riGgswzhnvexhbHV18MTiLueReM1CsPMyvqaq2UfEWqz98H,Active
AG1kioZxuXdVDKACnPoWe8ScVVkpeCm3nz9aHxBsNKBa,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,6802.039276,6281.932848,20,8,1.082794013,2021-12-30 19:39:27.000,2021-12-29 21:18:21.000,2021-12-30 23:59:51.000,2kv8H9AAxXfjpG1drweF2wrzzLixJDFSChRzmWtFKSWmJUFvTyNscQQ4xh3y9xCfJ6Bqu5CKdTPPDYJqzm921Wwi,Active
GtmAXdWvDr8pDZ3WYdY7wug2B7VbpWjSmifx46mjFCGD,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4.44,507.138224,2,2,0.008755009561,2021-12-30 06:30:27.000,2021-12-29 19:28:59.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
GtmAXdWvDr8pDZ3WYdY7wug2B7VbpWjSmifx46mjFCGD,7Af1biRuBcAQTEU3YkWaGGtQDFoxYmqLMyrBNQKnuogn,5460540.66273231,639522748.334339,2,2,0.008538461966,2021-12-30 06:30:27.000,2021-12-29 19:28:59.000,2021-12-30 23:21:23.000,4w1VEo5oxurjzy8o5Q8DvffGGHVsUeZfDXUXus7U78ZV2MLwSuAtzzwMSwZgV3nzmbTYNVejRShTTnjUSejF3QtA,Active
76A3TPQRye36VuRPq17kWxSLJrjBqRAjtdE6aSeFLVtQ,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3.8,312.04141,2,2,0.01217787088,2021-12-30 09:21:31.000,2021-12-29 15:15:50.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
76A3TPQRye36VuRPq17kWxSLJrjBqRAjtdE6aSeFLVtQ,HBxHiTHpmnps5ALo2jzZbVmUzPPpZsUT8wN8KtqkBU9h,23750.3716875,24934964386.2798,2,2,9.524927054e-7,2021-12-30 09:21:31.000,2021-12-29 15:15:50.000,2021-12-30 14:04:10.000,5gRTaB51umvoxAGVbo34AujoUqHxWCkcMY5Qju9hEmgfaV9fvX9yJTfrUB4VZWd2BG11zmLAnDDMR6CpJxQkoaNb,Active
5MhMytsb3XwqroinVFR7yEtEnQq4NsF8VD9vuQbQEwHU,7H4Co5vUfRGuYCHFitwCr2iCvKpv7QiRA8hFfwa1y4x3,962055416.775074,1141846596.38279,30,8,0.8425434904,2021-12-29 18:26:58.000,2021-12-29 13:58:30.000,2021-12-30 19:39:34.000,2FsB7PVBA5KbTHWZYXtCE5NaHSChideASZVpykH1aWkR3dgCA7qeyXhCW2X79DAo5zqq1FgVybiVNYMPBvUXdAzw,Active
5MhMytsb3XwqroinVFR7yEtEnQq4NsF8VD9vuQbQEwHU,So11111111111111111111111111111111111111112,14.73963297,6.306775412,30,8,2.337110807,2021-12-29 18:26:58.000,2021-12-29 13:58:30.000,2021-12-30 23:59:55.000,25WYgLnmo5ej6rUKtsNSipMZhgiwpjSLiA9UBjDQf9mcddMAFfY3Tv3tCZZqgqKnqWYM7si89x8SR456dGu4552v,Active
FXHLVyWLa2hQbWAHTvHKP7PARg8Q3fStZnezpydnK28s,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,179.187772,3.117808,8,2,57.472356219,2021-12-29 18:34:40.000,2021-12-29 08:57:45.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
FXHLVyWLa2hQbWAHTvHKP7PARg8Q3fStZnezpydnK28s,4qw5MNc9oLKS22hiFTK6TNBHCqegDK3qzhMDgawtwnUL,3307708.8383357,91963.107711698,8,2,35.967780131,2021-12-29 18:34:40.000,2021-12-29 08:57:45.000,2021-12-30 22:22:04.000,2CZFEnj1hgHx7WCyPyEZaMbN3u3JJ5PLPFw8YQp2c8TcSdLepytM5XUFk3D2dA3tdgyYjC6L2UczkcGtAnoVFhTS,Active
D6Hg2My2V2SDb2X4CThVT8X1HjhngBMV6zKjRnFP7o9x,F5f9hLQ6FNHwuU3dS8CUCRy9r2deJXYCinDL6RAxsPeX,843350.498276336,879469.429894758,4,2,0.9589309982,2021-12-28 20:06:01.000,2021-12-28 17:30:03.000,2021-12-30 12:07:28.000,2EighLkVRzFGDA1oyNQYFcqrFqFTSk4SvtrHc2uWqwmVuLZ4DGd79v9hraqeCHVUF9Re5C2zCmj3SPkDdz1yxMuU,Active
D6Hg2My2V2SDb2X4CThVT8X1HjhngBMV6zKjRnFP7o9x,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8.202614,7.871232,4,2,1.042100398,2021-12-28 20:06:01.000,2021-12-28 17:30:03.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
8wVYTnchy3WbhJvKn4NhTbgtVm6Bfd6yvxR33DsSftse,F3nefJBcejYbtdREjui1T9DPh5dBgpkKq7u2GAAMXs5B,8177423.335706,1855947.156598,58,18,4.406064745,2021-12-30 16:42:56.000,2021-12-28 13:23:53.000,2021-12-30 23:07:14.000,2qCVW3wXg3c29LfapUsm1tDCYqvDYA4utBXMw3UnHhoyvE33zNjzWtbPyURpGsdyoKZP5kLfaBgohR9Pb5QiVacZ,Active
8wVYTnchy3WbhJvKn4NhTbgtVm6Bfd6yvxR33DsSftse,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,248736.544518,37171.53551,56,18,6.691586482,2021-12-30 16:42:56.000,2021-12-28 13:23:53.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
HJNaZ5dDrKWKqo6JiBqjNvqfDFUtPVxS2fotbCdTw7pm,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,142441.186276,40874.240182,1802,162,3.484864444,2021-12-30 23:58:59.000,2021-12-28 12:32:27.000,2021-12-30 23:59:52.000,okB6iW4y6AhpcKFQrfntZL9WHgoXmJNeRd6dpnQR54sntgPVtHn4Y4mXjZQLFuKMNwvLx2kkD3WGQz1rwBsZiDo,Active
HJNaZ5dDrKWKqo6JiBqjNvqfDFUtPVxS2fotbCdTw7pm,MEANeD3XDdUmNMsRGjASkSWdC8prLYsoRJ61pPeHctD,463414.90976,156143.649662,1802,162,2.967875484,2021-12-30 23:58:59.000,2021-12-28 12:32:27.000,2021-12-30 23:58:11.000,3pkdzska69p3GGhzmn7NGPnFYWZBvMn2mTcySdoMYNSZ4tFC4tFmZXZq3Q5VDLtvxNA4jxmYHuxky4yQsiYrsRAY,Active
HxdzzXkT3USAVZmHfEum7t1aWL3dSj3JFcySxTB7sV7L,45HfvXJHY9msY2i4EmUpume1mSMLUvdaWsJRbctAobQM,1180110,11393142,4,2,0.103580733,2021-12-28 12:52:59.000,2021-12-28 12:28:39.000,2021-12-29 12:05:55.000,v2odqY8TR4knEhJCEYj9DxreK6fuSgjwu6hNyB3rCUX1qCdbEhm8JxxoVpBxHS1vs2emNMJNgv4ZPLR6Ep8Qetc,Active
5jcGFqXyB3xUrdS7LGmJ3R5a4pYaPPFs3mjFnqgwgo4x,MEANeD3XDdUmNMsRGjASkSWdC8prLYsoRJ61pPeHctD,198565.14772,41990.760494,212,156,4.728781889,2021-12-30 23:53:46.000,2021-12-28 01:11:31.000,2021-12-30 23:58:11.000,3pkdzska69p3GGhzmn7NGPnFYWZBvMn2mTcySdoMYNSZ4tFC4tFmZXZq3Q5VDLtvxNA4jxmYHuxky4yQsiYrsRAY,Active
5jcGFqXyB3xUrdS7LGmJ3R5a4pYaPPFs3mjFnqgwgo4x,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,431522.499506,94177.124474,212,156,4.582030954,2021-12-30 23:53:46.000,2021-12-28 01:11:31.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
4jhCSYuGkLCiB8uvCaS34QCtPycBjayxEk27YCartTuW,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1225538.64533,26255.214062,260,46,46.677914811,2021-12-30 23:54:32.000,2021-12-27 21:32:22.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
4jhCSYuGkLCiB8uvCaS34QCtPycBjayxEk27YCartTuW,MEANeD3XDdUmNMsRGjASkSWdC8prLYsoRJ61pPeHctD,557753.598974,12856.84679,286,46,43.381834449,2021-12-30 23:54:32.000,2021-12-27 21:32:22.000,2021-12-30 23:58:11.000,3pkdzska69p3GGhzmn7NGPnFYWZBvMn2mTcySdoMYNSZ4tFC4tFmZXZq3Q5VDLtvxNA4jxmYHuxky4yQsiYrsRAY,Active
87E4KtN7F4LivKhjqXaoQAvS3a8HnM4DnMUrbMrkVvXY,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,400033.8992,10.185322,8,2,39275.527980362,2021-12-30 22:05:14.000,2021-12-27 21:17:18.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
87E4KtN7F4LivKhjqXaoQAvS3a8HnM4DnMUrbMrkVvXY,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,397064.052973048,5.902520694,8,2,67270.251737816,2021-12-30 22:05:14.000,2021-12-27 21:17:18.000,2021-12-30 23:04:57.000,5UazcJ5NzZEZ8AX6CQJvs9mQS8JDqtV1jvi29YM33Wmbe23QC6woMQe9Ug1UTwFWypBg6wBrKCZocRia8vnadV3D,Active
45asEFwHSUHXXVDDyNz8QWuewjQbX6YdqTgB2HeMD4z3,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,8.623934,8.623932,2,2,1.000000232,2021-12-27 21:19:21.000,2021-12-27 21:10:14.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
45asEFwHSUHXXVDDyNz8QWuewjQbX6YdqTgB2HeMD4z3,3HaDnJ2PEt7v7RE8dPaSzSCgBL5dWvWtTkGaEGs5ap3N,44530912.400042,44530912.40004,2,2,1,2021-12-27 21:19:21.000,2021-12-27 21:10:14.000,2021-12-30 21:27:25.000,65tCtMzpPYYUhEcr3X9L3FVP1S2pwKHK6m9qCk9wYNAQQ7sZYo5YuDTcs7KcK2MUsr9jyyobUKsBc29qszAmuGAe,Active
9wb29L97MmPp7Nw8oaqiAGkXceETGNQurhySiUNLv5wh,Basis9oJw9j8cw53oMV7iqsgo6ihi9ALw4QR31rcjUJa,2970513.423356,246107.983192,76,34,12.069959637,2021-12-30 21:38:49.000,2021-12-27 21:08:35.000,2021-12-30 23:43:11.000,2SEyX4eY92oBAZJiXu5LJHgiU6t2qvPyHifwa6kmAZXNiWz68Aam4wy6akgLJgLQE8ThR9TnNhq4ysWABrXxYv6p,Active
9wb29L97MmPp7Nw8oaqiAGkXceETGNQurhySiUNLv5wh,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,583146.659478,43098.945046,72,34,13.530416089,2021-12-30 21:38:49.000,2021-12-27 21:08:35.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
3NwAjbY7K7qmFBvaXESGEbzCSX7WZMRZSFQzEEJiM7Qb,665t3SYTfoVtaRPP7QRbBG3V7ePVtWVKQXYkSaUfxS7u,596324936,7589862659.13909,2,18,0.07856860694,2021-12-28 16:09:38.000,2021-12-27 20:55:06.000,2021-12-30 19:53:46.000,2CzZxzqk21tDAvwNhNtM3rtjm4a9M4zFrv7MrV5QkiyRpTg7LumGaiXhBYPTzZ4sp7AcekhX1o4on8gDFhiQVN88,Active
3NwAjbY7K7qmFBvaXESGEbzCSX7WZMRZSFQzEEJiM7Qb,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,84.870838,850.105058,2,18,0.09983570525,2021-12-28 16:09:38.000,2021-12-27 20:55:06.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
3a3G1RjJe826EB1toShvPPWnyi2jXR53HP4vYb936kwj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,300193.508622,12301.18673,344,28,24.403621798,2021-12-30 23:57:35.000,2021-12-27 19:23:24.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
3a3G1RjJe826EB1toShvPPWnyi2jXR53HP4vYb936kwj,UNQtEecZ5Zb4gSSVHCAWUQEoNnSVEbWiKCi1v9kdUJJ,2548310.11051,112995.289666,358,28,22.552356988,2021-12-30 23:57:35.000,2021-12-27 19:23:24.000,2021-12-30 23:56:22.000,2rVzsraYfpvhptViUYjweaT2QEMdYCinpTvo2EyLBRpU4fhLeheX3Gyj8EgRDHCrS1nBFE53QKQdVYMssAyfTPQ6,Active
EBdyZ4vV5zSCWVsVmkexbPr3VrTUTx7ej2bPa89x1ons,9XYbEGVjBK2BWvtvjoJBZtnoHtkkdGiw321tdN6eLa4A,16964.868590596,15026.168025904,2,2,1.129021622,2021-12-27 18:26:56.000,2021-12-27 17:56:38.000,2021-12-30 11:09:59.000,uv18o6poh1ZXvnwVkhNHDF48oAd6J3fabMyKsdyyb3gMqhEub2MAWV1WZbeBEUQ4UWkwhnmMWtq7BMr36LZvySF,Active
EBdyZ4vV5zSCWVsVmkexbPr3VrTUTx7ej2bPa89x1ons,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,54,61.54842,2,2,0.8773580215,2021-12-27 18:26:56.000,2021-12-27 17:56:38.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
2wEJ4pdy1qeZjMFG2bVLkk6WFwMTMafSvxgD7zLkjAPo,A5UevXJdphkzXhRtTXj8JyoYYrWnkCLHVS986JHtRLyj,171864.728052474,26926.693257278,14,2,6.382689713,2021-12-30 21:19:37.000,2021-12-27 16:10:05.000,2021-12-30 22:43:02.000,4p3apkpwLJBxrF5jJJdqpBJGz29rmizb5iUdddWAd5B2N6og63XtCR5w8fhXe78HFbCWhjjn5xKqA9MZ6iCqiG4v,Active
2wEJ4pdy1qeZjMFG2bVLkk6WFwMTMafSvxgD7zLkjAPo,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3537.19559,862.656872,14,2,4.100350562,2021-12-30 21:19:37.000,2021-12-27 16:10:05.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
Dh5husapuAh3XHswC9JP5HXBnmSNs8swqyTRbvvCusWg,Gz3u6eJaKEviYpPC5AwUziz891kNX76PNdsmJrnaNNY4,564142.594452466,541075.096978296,32,22,1.04263271,2021-12-30 21:47:15.000,2021-12-27 13:59:56.000,2021-12-30 21:15:40.000,D7bEQ8BZ5pK1BB1DFGHVUcJUVZfSKzmxGtHBcmumUohRsx83VLtz6U7viUNZBudvT2xqXndEm62HJvh1ynf3mzS,Active
Dh5husapuAh3XHswC9JP5HXBnmSNs8swqyTRbvvCusWg,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3412.241186,3398.468814,32,22,1.004052523,2021-12-30 21:47:15.000,2021-12-27 13:59:56.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
GVFLnAdhpkDU9rXDg9btsCrSPoyJ7NzkaeLPP3P3z6qe,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,29.69829,4.937204,6,2,6.015204152,2021-12-29 03:03:30.000,2021-12-27 10:36:19.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
GVFLnAdhpkDU9rXDg9btsCrSPoyJ7NzkaeLPP3P3z6qe,7vKX5rx57VPE1ozJesFzojdPjGZ3M89894PT27i6seUF,238.094927722,38.196927718,6,2,6.233352836,2021-12-29 03:03:30.000,2021-12-27 10:36:19.000,2021-12-30 23:50:50.000,4vJkjcNnUK1SoavJnA3QWGpHavnxYL2Mv84ZebLWeFbZqxj3ozHuwbHydfiaehmeUxyKMbCUNt93Gx6VGoFaP6hC,Active
FrZ3Nu73BLq3JrEqiUeYDXFThQQYQhdCdNYeuBSxagCs,3iBZV8gvUFxp333FFogUPVi6MP9dEZ74xUxVzEQvNPii,222000.385699282,375303059.821622,2,4,0.0005915229836,2021-12-30 10:19:53.000,2021-12-27 08:29:30.000,2021-12-30 10:20:51.000,2Yxvtmy8Rq5Po9z71Wu8khqnEu76kuZxy97CuTtZDRYvGS2tKWSbUG2rJGRb59gjY3XaJsSn5jPGsHXsEoXW5qKA,Active
FrZ3Nu73BLq3JrEqiUeYDXFThQQYQhdCdNYeuBSxagCs,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,4.143112,6731.775508,2,4,0.0006154560554,2021-12-30 10:19:53.000,2021-12-27 08:29:30.000,2021-12-30 23:59:51.000,2kv8H9AAxXfjpG1drweF2wrzzLixJDFSChRzmWtFKSWmJUFvTyNscQQ4xh3y9xCfJ6Bqu5CKdTPPDYJqzm921Wwi,Active
6WBCp2CDtrgSxKD1pFhpVfRQLrGfED74eGszfoKKQU96,43q34gUCKfgBQcJSNq2M4s8uVGuGtfAFQXES1BzW5UBv,2629059.18039313,94134.440660276,28,2,27.928770405,2021-12-29 12:02:34.000,2021-12-26 16:57:29.000,2021-12-30 17:02:30.000,619zLSjqjmMWspdpR9tc1Anw4LAUQisWz3MhZKVFdZM9BePddaZptLJiVZ49kKcjEgwPcekseCoNwYxwQQqgdGMD,Active
6WBCp2CDtrgSxKD1pFhpVfRQLrGfED74eGszfoKKQU96,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,40.84093,3.301648,28,2,12.36986196,2021-12-29 12:02:34.000,2021-12-26 16:57:29.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
BimPSEV2PwioDzgFJ91LvvmmbxTZoMM9GDzRGywyFt3m,EctmRn2jMAdTDvQdG7mxadyiTvhGZiGYNrt9PWe6zioG,4066500827.57612,4066500827.57612,2,2,1,2021-12-25 20:16:32.000,2021-12-25 20:10:07.000,2021-12-30 23:56:39.000,5H3HKxFx7aLuuQZyJPPC25X2XQL1xJQETnWZzByY3cZCZZgcedNULAgRn1NApCb9oFTfbuZGqx5PyDgNAoMpegFm,Active
BimPSEV2PwioDzgFJ91LvvmmbxTZoMM9GDzRGywyFt3m,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,19951.094808,19951.09479,2,2,1.000000001,2021-12-25 20:16:32.000,2021-12-25 20:10:07.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
Dp9LddSLgLiqofm6RJgcZtmSbYK7WKU3cxHoyaJGXvyT,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,114.325278,251.117922,6,6,0.4552653076,2021-12-30 06:19:15.000,2021-12-25 11:01:48.000,2021-12-30 23:59:51.000,2kv8H9AAxXfjpG1drweF2wrzzLixJDFSChRzmWtFKSWmJUFvTyNscQQ4xh3y9xCfJ6Bqu5CKdTPPDYJqzm921Wwi,Active
Dp9LddSLgLiqofm6RJgcZtmSbYK7WKU3cxHoyaJGXvyT,5j81MNxc3ru546HtUKq5b3qDg9qmqATZz89MYyKhdwhm,3295765300.21558,25247871490.2441,6,6,0.1305363623,2021-12-30 06:19:15.000,2021-12-25 11:01:48.000,2021-12-30 11:32:39.000,53FLhQDZKNCPjHLhmSMfQKXrDucgbw1WGVa5YU981D7xB8LKJ1AxjZgcKpR5HkpaQMeTi5RuSKmWUQSrWtVzxVhc,Active
81QxnQMtP5WwYCB4hZFiarYK1UrfTabu8uTbgShMSDYz,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,155.09283,121.037522,4,2,1.281361576,2021-12-30 22:27:19.000,2021-12-25 10:25:24.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
81QxnQMtP5WwYCB4hZFiarYK1UrfTabu8uTbgShMSDYz,CAPYD6Lrm7bTZ6C7t7JvSxvpEcfKQ9YNB7kUjh6p6XBN,34723.897152854,30668.627468692,4,2,1.1322286,2021-12-30 22:27:19.000,2021-12-25 10:25:24.000,2021-12-30 23:56:06.000,e9aFEMqvwgDxEih3QHYS7kHMa8RMEZc2nbvByboJZ9xnP2keAt6Wbvo4TSqWkqL6Dd6xiVr2sWh3DSdSvKYwmZz,Active
4zSRiTtg14n2aes5k7VPsGbf7j1QMtgeyPbSrNHxcgFx,H2rMQMa6kPpWwg2GraKyiiPwnayDBoBNg9WNVuafqXKc,499465.022028,498899.40161,4,4,1.001133736,2021-12-27 14:13:04.000,2021-12-25 04:33:11.000,2021-12-27 11:35:52.000,xyeN7T6Xq5zLmfuZn2CtVnHTYTNbi39iXroD5qxwiNBfsHgEknPcVis62dkgawyoGqun26wjz9CFmBRQHPHbVoX,Active
4zSRiTtg14n2aes5k7VPsGbf7j1QMtgeyPbSrNHxcgFx,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,59.215688,78.989776,4,4,0.7496626905,2021-12-27 14:13:04.000,2021-12-25 04:33:11.000,2021-12-30 23:59:52.000,3NPujARykRYb85W7berMqmBbyfGLcDt8kw7GiJqTBJ7ug3ueAHQiEKH4vmRrGgRQqkzB3h1Ebs8rY6uqhn1ciFvo,Active
